task_text,step_idx,row_i,row_j,similarity,same_obs,obs_i,obs_j
"Find me hand wash women's sweaters with long sleeve, stretch fabric, polyester spandex for teen girls, daily wear with color: xnj-tshirt345-black, and size: large, and price lower than 50.00 dollars.",1,499,724,0.5229303156640858,False,'Back to Search' [SEP] 'Page 1 (Total results: 50)' [SEP] 'Next >' [SEP] 'B09M63B87V' [SEP] 'YALFJV Women Long Sleeve Crew Neck Side Button T Shirts Tunic Dress Loose Asymmetric Hem Tunic Pullover to ,'Back to Search' [SEP] 'Page 1 (Total results: 50)' [SEP] 'Next >' [SEP] 'B09M63B87V' [SEP] 'YALFJV Women Long Sleeve Crew Neck Side Button T Shirts Tunic Dress Loose Asymmetric Hem Tunic Pullover to 
"Find me hand wash women's sweaters with long sleeve, stretch fabric, polyester spandex for teen girls, daily wear with color: xnj-tshirt345-black, and size: large, and price lower than 50.00 dollars.",1,499,726,0.6325443786982249,False,'Back to Search' [SEP] 'Page 1 (Total results: 50)' [SEP] 'Next >' [SEP] 'B09M63B87V' [SEP] 'YALFJV Women Long Sleeve Crew Neck Side Button T Shirts Tunic Dress Loose Asymmetric Hem Tunic Pullover to ,'Back to Search' [SEP] 'Page 1 (Total results: 50)' [SEP] 'Next >' [SEP] 'B09M63B87V' [SEP] 'YALFJV Women Long Sleeve Crew Neck Side Button T Shirts Tunic Dress Loose Asymmetric Hem Tunic Pullover to 
"Find me hand wash women's sweaters with long sleeve, stretch fabric, polyester spandex for teen girls, daily wear with color: xnj-tshirt345-black, and size: large, and price lower than 50.00 dollars.",1,499,727,0.3873957367933272,False,'Back to Search' [SEP] 'Page 1 (Total results: 50)' [SEP] 'Next >' [SEP] 'B09M63B87V' [SEP] 'YALFJV Women Long Sleeve Crew Neck Side Button T Shirts Tunic Dress Loose Asymmetric Hem Tunic Pullover to ,'Back to Search' [SEP] 'Page 1 (Total results: 50)' [SEP] 'Next >' [SEP] 'B09M63B87V' [SEP] 'YALFJV Women Long Sleeve Crew Neck Side Button T Shirts Tunic Dress Loose Asymmetric Hem Tunic Pullover to 
"Find me hand wash women's sweaters with long sleeve, stretch fabric, polyester spandex for teen girls, daily wear with color: xnj-tshirt345-black, and size: large, and price lower than 50.00 dollars.",1,499,730,0.4637421665174575,False,'Back to Search' [SEP] 'Page 1 (Total results: 50)' [SEP] 'Next >' [SEP] 'B09M63B87V' [SEP] 'YALFJV Women Long Sleeve Crew Neck Side Button T Shirts Tunic Dress Loose Asymmetric Hem Tunic Pullover to ,'Back to Search' [SEP] 'Page 1 (Total results: 50)' [SEP] 'Next >' [SEP] 'B09M63B87V' [SEP] 'YALFJV Women Long Sleeve Crew Neck Side Button T Shirts Tunic Dress Loose Asymmetric Hem Tunic Pullover to 
"Find me hand wash women's sweaters with long sleeve, stretch fabric, polyester spandex for teen girls, daily wear with color: xnj-tshirt345-black, and size: large, and price lower than 50.00 dollars.",1,500,724,0.3537838679539084,False,'Back to Search' [SEP] 'Page 1 (Total results: 50)' [SEP] 'Next >' [SEP] 'B09M63B87V' [SEP] 'YALFJV Women Long Sleeve Crew Neck Side Button T Shirts Tunic Dress Loose Asymmetric Hem Tunic Pullover to ,'Back to Search' [SEP] 'Page 1 (Total results: 50)' [SEP] 'Next >' [SEP] 'B09M63B87V' [SEP] 'YALFJV Women Long Sleeve Crew Neck Side Button T Shirts Tunic Dress Loose Asymmetric Hem Tunic Pullover to 
"Find me hand wash women's sweaters with long sleeve, stretch fabric, polyester spandex for teen girls, daily wear with color: xnj-tshirt345-black, and size: large, and price lower than 50.00 dollars.",1,500,726,0.43489019486545005,False,'Back to Search' [SEP] 'Page 1 (Total results: 50)' [SEP] 'Next >' [SEP] 'B09M63B87V' [SEP] 'YALFJV Women Long Sleeve Crew Neck Side Button T Shirts Tunic Dress Loose Asymmetric Hem Tunic Pullover to ,'Back to Search' [SEP] 'Page 1 (Total results: 50)' [SEP] 'Next >' [SEP] 'B09M63B87V' [SEP] 'YALFJV Women Long Sleeve Crew Neck Side Button T Shirts Tunic Dress Loose Asymmetric Hem Tunic Pullover to 
"Find me hand wash women's sweaters with long sleeve, stretch fabric, polyester spandex for teen girls, daily wear with color: xnj-tshirt345-black, and size: large, and price lower than 50.00 dollars.",1,500,727,0.8951456310679612,False,'Back to Search' [SEP] 'Page 1 (Total results: 50)' [SEP] 'Next >' [SEP] 'B09M63B87V' [SEP] 'YALFJV Women Long Sleeve Crew Neck Side Button T Shirts Tunic Dress Loose Asymmetric Hem Tunic Pullover to ,'Back to Search' [SEP] 'Page 1 (Total results: 50)' [SEP] 'Next >' [SEP] 'B09M63B87V' [SEP] 'YALFJV Women Long Sleeve Crew Neck Side Button T Shirts Tunic Dress Loose Asymmetric Hem Tunic Pullover to 
"Find me hand wash women's sweaters with long sleeve, stretch fabric, polyester spandex for teen girls, daily wear with color: xnj-tshirt345-black, and size: large, and price lower than 50.00 dollars.",1,500,730,0.39637952559300876,False,'Back to Search' [SEP] 'Page 1 (Total results: 50)' [SEP] 'Next >' [SEP] 'B09M63B87V' [SEP] 'YALFJV Women Long Sleeve Crew Neck Side Button T Shirts Tunic Dress Loose Asymmetric Hem Tunic Pullover to ,'Back to Search' [SEP] 'Page 1 (Total results: 50)' [SEP] 'Next >' [SEP] 'B09M63B87V' [SEP] 'YALFJV Women Long Sleeve Crew Neck Side Button T Shirts Tunic Dress Loose Asymmetric Hem Tunic Pullover to 
"Find me hand wash women's sweaters with long sleeve, stretch fabric, polyester spandex for teen girls, daily wear with color: xnj-tshirt345-black, and size: large, and price lower than 50.00 dollars.",1,724,726,0.5678571428571428,False,'Back to Search' [SEP] 'Page 1 (Total results: 50)' [SEP] 'Next >' [SEP] 'B09M63B87V' [SEP] 'YALFJV Women Long Sleeve Crew Neck Side Button T Shirts Tunic Dress Loose Asymmetric Hem Tunic Pullover to ,'Back to Search' [SEP] 'Page 1 (Total results: 50)' [SEP] 'Next >' [SEP] 'B09M63B87V' [SEP] 'YALFJV Women Long Sleeve Crew Neck Side Button T Shirts Tunic Dress Loose Asymmetric Hem Tunic Pullover to 
"Find me hand wash women's sweaters with long sleeve, stretch fabric, polyester spandex for teen girls, daily wear with color: xnj-tshirt345-black, and size: large, and price lower than 50.00 dollars.",1,724,727,0.43829654958035436,False,'Back to Search' [SEP] 'Page 1 (Total results: 50)' [SEP] 'Next >' [SEP] 'B09M63B87V' [SEP] 'YALFJV Women Long Sleeve Crew Neck Side Button T Shirts Tunic Dress Loose Asymmetric Hem Tunic Pullover to ,'Back to Search' [SEP] 'Page 1 (Total results: 50)' [SEP] 'Next >' [SEP] 'B09M63B87V' [SEP] 'YALFJV Women Long Sleeve Crew Neck Side Button T Shirts Tunic Dress Loose Asymmetric Hem Tunic Pullover to 
"Find me hand wash women's sweaters with long sleeve, stretch fabric, polyester spandex for teen girls, daily wear with color: xnj-tshirt345-black, and size: large, and price lower than 50.00 dollars.",1,724,730,0.48513959771840287,False,'Back to Search' [SEP] 'Page 1 (Total results: 50)' [SEP] 'Next >' [SEP] 'B09M63B87V' [SEP] 'YALFJV Women Long Sleeve Crew Neck Side Button T Shirts Tunic Dress Loose Asymmetric Hem Tunic Pullover to ,'Back to Search' [SEP] 'Page 1 (Total results: 50)' [SEP] 'Next >' [SEP] 'B09M63B87V' [SEP] 'YALFJV Women Long Sleeve Crew Neck Side Button T Shirts Tunic Dress Loose Asymmetric Hem Tunic Pullover to 
"Find me hand wash women's sweaters with long sleeve, stretch fabric, polyester spandex for teen girls, daily wear with color: xnj-tshirt345-black, and size: large, and price lower than 50.00 dollars.",1,726,727,0.3988885458474838,False,'Back to Search' [SEP] 'Page 1 (Total results: 50)' [SEP] 'Next >' [SEP] 'B09M63B87V' [SEP] 'YALFJV Women Long Sleeve Crew Neck Side Button T Shirts Tunic Dress Loose Asymmetric Hem Tunic Pullover to ,'Back to Search' [SEP] 'Page 1 (Total results: 50)' [SEP] 'Next >' [SEP] 'B09M63B87V' [SEP] 'YALFJV Women Long Sleeve Crew Neck Side Button T Shirts Tunic Dress Loose Asymmetric Hem Tunic Pullover to 
"Find me hand wash women's sweaters with long sleeve, stretch fabric, polyester spandex for teen girls, daily wear with color: xnj-tshirt345-black, and size: large, and price lower than 50.00 dollars.",1,726,730,0.4354309573516254,False,'Back to Search' [SEP] 'Page 1 (Total results: 50)' [SEP] 'Next >' [SEP] 'B09M63B87V' [SEP] 'YALFJV Women Long Sleeve Crew Neck Side Button T Shirts Tunic Dress Loose Asymmetric Hem Tunic Pullover to ,'Back to Search' [SEP] 'Page 1 (Total results: 50)' [SEP] 'Next >' [SEP] 'B09M63B87V' [SEP] 'YALFJV Women Long Sleeve Crew Neck Side Button T Shirts Tunic Dress Loose Asymmetric Hem Tunic Pullover to 
"Find me hand wash women's sweaters with long sleeve, stretch fabric, polyester spandex for teen girls, daily wear with color: xnj-tshirt345-black, and size: large, and price lower than 50.00 dollars.",1,727,730,0.3956386292834891,False,'Back to Search' [SEP] 'Page 1 (Total results: 50)' [SEP] 'Next >' [SEP] 'B09M63B87V' [SEP] 'YALFJV Women Long Sleeve Crew Neck Side Button T Shirts Tunic Dress Loose Asymmetric Hem Tunic Pullover to ,'Back to Search' [SEP] 'Page 1 (Total results: 50)' [SEP] 'Next >' [SEP] 'B09M63B87V' [SEP] 'YALFJV Women Long Sleeve Crew Neck Side Button T Shirts Tunic Dress Loose Asymmetric Hem Tunic Pullover to 
"Find me hand wash women's sweaters with long sleeve, stretch fabric, polyester spandex for teen girls, daily wear with color: xnj-tshirt345-black, and size: large, and price lower than 50.00 dollars.",2,58,60,1.0,True,'Back to Search' [SEP] '< Prev' [SEP] 'color' [SEP] 'xnj-tshirt324-beige' [SEP] 'xnj-tshirt325-black' [SEP] 'xnj-tshirt326-blue' [SEP] 'xnj-tshirt327-green' [SEP] 'xnj-tshirt328-red' [SEP] 'xnj-tshirt,'Back to Search' [SEP] '< Prev' [SEP] 'color' [SEP] 'xnj-tshirt324-beige' [SEP] 'xnj-tshirt325-black' [SEP] 'xnj-tshirt326-blue' [SEP] 'xnj-tshirt327-green' [SEP] 'xnj-tshirt328-red' [SEP] 'xnj-tshirt
"Find me hand wash women's sweaters with long sleeve, stretch fabric, polyester spandex for teen girls, daily wear with color: xnj-tshirt345-black, and size: large, and price lower than 50.00 dollars.",2,58,63,1.0,True,'Back to Search' [SEP] '< Prev' [SEP] 'color' [SEP] 'xnj-tshirt324-beige' [SEP] 'xnj-tshirt325-black' [SEP] 'xnj-tshirt326-blue' [SEP] 'xnj-tshirt327-green' [SEP] 'xnj-tshirt328-red' [SEP] 'xnj-tshirt,'Back to Search' [SEP] '< Prev' [SEP] 'color' [SEP] 'xnj-tshirt324-beige' [SEP] 'xnj-tshirt325-black' [SEP] 'xnj-tshirt326-blue' [SEP] 'xnj-tshirt327-green' [SEP] 'xnj-tshirt328-red' [SEP] 'xnj-tshirt
"Find me hand wash women's sweaters with long sleeve, stretch fabric, polyester spandex for teen girls, daily wear with color: xnj-tshirt345-black, and size: large, and price lower than 50.00 dollars.",2,58,220,1.0,True,'Back to Search' [SEP] '< Prev' [SEP] 'color' [SEP] 'xnj-tshirt324-beige' [SEP] 'xnj-tshirt325-black' [SEP] 'xnj-tshirt326-blue' [SEP] 'xnj-tshirt327-green' [SEP] 'xnj-tshirt328-red' [SEP] 'xnj-tshirt,'Back to Search' [SEP] '< Prev' [SEP] 'color' [SEP] 'xnj-tshirt324-beige' [SEP] 'xnj-tshirt325-black' [SEP] 'xnj-tshirt326-blue' [SEP] 'xnj-tshirt327-green' [SEP] 'xnj-tshirt328-red' [SEP] 'xnj-tshirt
"Find me hand wash women's sweaters with long sleeve, stretch fabric, polyester spandex for teen girls, daily wear with color: xnj-tshirt345-black, and size: large, and price lower than 50.00 dollars.",2,58,292,1.0,True,'Back to Search' [SEP] '< Prev' [SEP] 'color' [SEP] 'xnj-tshirt324-beige' [SEP] 'xnj-tshirt325-black' [SEP] 'xnj-tshirt326-blue' [SEP] 'xnj-tshirt327-green' [SEP] 'xnj-tshirt328-red' [SEP] 'xnj-tshirt,'Back to Search' [SEP] '< Prev' [SEP] 'color' [SEP] 'xnj-tshirt324-beige' [SEP] 'xnj-tshirt325-black' [SEP] 'xnj-tshirt326-blue' [SEP] 'xnj-tshirt327-green' [SEP] 'xnj-tshirt328-red' [SEP] 'xnj-tshirt
"Find me hand wash women's sweaters with long sleeve, stretch fabric, polyester spandex for teen girls, daily wear with color: xnj-tshirt345-black, and size: large, and price lower than 50.00 dollars.",2,58,293,1.0,True,'Back to Search' [SEP] '< Prev' [SEP] 'color' [SEP] 'xnj-tshirt324-beige' [SEP] 'xnj-tshirt325-black' [SEP] 'xnj-tshirt326-blue' [SEP] 'xnj-tshirt327-green' [SEP] 'xnj-tshirt328-red' [SEP] 'xnj-tshirt,'Back to Search' [SEP] '< Prev' [SEP] 'color' [SEP] 'xnj-tshirt324-beige' [SEP] 'xnj-tshirt325-black' [SEP] 'xnj-tshirt326-blue' [SEP] 'xnj-tshirt327-green' [SEP] 'xnj-tshirt328-red' [SEP] 'xnj-tshirt
"Find me hand wash women's sweaters with long sleeve, stretch fabric, polyester spandex for teen girls, daily wear with color: xnj-tshirt345-black, and size: large, and price lower than 50.00 dollars.",2,58,498,1.0,True,'Back to Search' [SEP] '< Prev' [SEP] 'color' [SEP] 'xnj-tshirt324-beige' [SEP] 'xnj-tshirt325-black' [SEP] 'xnj-tshirt326-blue' [SEP] 'xnj-tshirt327-green' [SEP] 'xnj-tshirt328-red' [SEP] 'xnj-tshirt,'Back to Search' [SEP] '< Prev' [SEP] 'color' [SEP] 'xnj-tshirt324-beige' [SEP] 'xnj-tshirt325-black' [SEP] 'xnj-tshirt326-blue' [SEP] 'xnj-tshirt327-green' [SEP] 'xnj-tshirt328-red' [SEP] 'xnj-tshirt
"Find me hand wash women's sweaters with long sleeve, stretch fabric, polyester spandex for teen girls, daily wear with color: xnj-tshirt345-black, and size: large, and price lower than 50.00 dollars.",2,58,725,1.0,True,'Back to Search' [SEP] '< Prev' [SEP] 'color' [SEP] 'xnj-tshirt324-beige' [SEP] 'xnj-tshirt325-black' [SEP] 'xnj-tshirt326-blue' [SEP] 'xnj-tshirt327-green' [SEP] 'xnj-tshirt328-red' [SEP] 'xnj-tshirt,'Back to Search' [SEP] '< Prev' [SEP] 'color' [SEP] 'xnj-tshirt324-beige' [SEP] 'xnj-tshirt325-black' [SEP] 'xnj-tshirt326-blue' [SEP] 'xnj-tshirt327-green' [SEP] 'xnj-tshirt328-red' [SEP] 'xnj-tshirt
"Find me hand wash women's sweaters with long sleeve, stretch fabric, polyester spandex for teen girls, daily wear with color: xnj-tshirt345-black, and size: large, and price lower than 50.00 dollars.",2,58,733,1.0,True,'Back to Search' [SEP] '< Prev' [SEP] 'color' [SEP] 'xnj-tshirt324-beige' [SEP] 'xnj-tshirt325-black' [SEP] 'xnj-tshirt326-blue' [SEP] 'xnj-tshirt327-green' [SEP] 'xnj-tshirt328-red' [SEP] 'xnj-tshirt,'Back to Search' [SEP] '< Prev' [SEP] 'color' [SEP] 'xnj-tshirt324-beige' [SEP] 'xnj-tshirt325-black' [SEP] 'xnj-tshirt326-blue' [SEP] 'xnj-tshirt327-green' [SEP] 'xnj-tshirt328-red' [SEP] 'xnj-tshirt
"Find me hand wash women's sweaters with long sleeve, stretch fabric, polyester spandex for teen girls, daily wear with color: xnj-tshirt345-black, and size: large, and price lower than 50.00 dollars.",2,60,63,1.0,True,'Back to Search' [SEP] '< Prev' [SEP] 'color' [SEP] 'xnj-tshirt324-beige' [SEP] 'xnj-tshirt325-black' [SEP] 'xnj-tshirt326-blue' [SEP] 'xnj-tshirt327-green' [SEP] 'xnj-tshirt328-red' [SEP] 'xnj-tshirt,'Back to Search' [SEP] '< Prev' [SEP] 'color' [SEP] 'xnj-tshirt324-beige' [SEP] 'xnj-tshirt325-black' [SEP] 'xnj-tshirt326-blue' [SEP] 'xnj-tshirt327-green' [SEP] 'xnj-tshirt328-red' [SEP] 'xnj-tshirt
"Find me hand wash women's sweaters with long sleeve, stretch fabric, polyester spandex for teen girls, daily wear with color: xnj-tshirt345-black, and size: large, and price lower than 50.00 dollars.",2,60,220,1.0,True,'Back to Search' [SEP] '< Prev' [SEP] 'color' [SEP] 'xnj-tshirt324-beige' [SEP] 'xnj-tshirt325-black' [SEP] 'xnj-tshirt326-blue' [SEP] 'xnj-tshirt327-green' [SEP] 'xnj-tshirt328-red' [SEP] 'xnj-tshirt,'Back to Search' [SEP] '< Prev' [SEP] 'color' [SEP] 'xnj-tshirt324-beige' [SEP] 'xnj-tshirt325-black' [SEP] 'xnj-tshirt326-blue' [SEP] 'xnj-tshirt327-green' [SEP] 'xnj-tshirt328-red' [SEP] 'xnj-tshirt
"Find me hand wash women's sweaters with long sleeve, stretch fabric, polyester spandex for teen girls, daily wear with color: xnj-tshirt345-black, and size: large, and price lower than 50.00 dollars.",2,60,292,1.0,True,'Back to Search' [SEP] '< Prev' [SEP] 'color' [SEP] 'xnj-tshirt324-beige' [SEP] 'xnj-tshirt325-black' [SEP] 'xnj-tshirt326-blue' [SEP] 'xnj-tshirt327-green' [SEP] 'xnj-tshirt328-red' [SEP] 'xnj-tshirt,'Back to Search' [SEP] '< Prev' [SEP] 'color' [SEP] 'xnj-tshirt324-beige' [SEP] 'xnj-tshirt325-black' [SEP] 'xnj-tshirt326-blue' [SEP] 'xnj-tshirt327-green' [SEP] 'xnj-tshirt328-red' [SEP] 'xnj-tshirt
"Find me hand wash women's sweaters with long sleeve, stretch fabric, polyester spandex for teen girls, daily wear with color: xnj-tshirt345-black, and size: large, and price lower than 50.00 dollars.",2,60,293,1.0,True,'Back to Search' [SEP] '< Prev' [SEP] 'color' [SEP] 'xnj-tshirt324-beige' [SEP] 'xnj-tshirt325-black' [SEP] 'xnj-tshirt326-blue' [SEP] 'xnj-tshirt327-green' [SEP] 'xnj-tshirt328-red' [SEP] 'xnj-tshirt,'Back to Search' [SEP] '< Prev' [SEP] 'color' [SEP] 'xnj-tshirt324-beige' [SEP] 'xnj-tshirt325-black' [SEP] 'xnj-tshirt326-blue' [SEP] 'xnj-tshirt327-green' [SEP] 'xnj-tshirt328-red' [SEP] 'xnj-tshirt
"Find me hand wash women's sweaters with long sleeve, stretch fabric, polyester spandex for teen girls, daily wear with color: xnj-tshirt345-black, and size: large, and price lower than 50.00 dollars.",2,60,498,1.0,True,'Back to Search' [SEP] '< Prev' [SEP] 'color' [SEP] 'xnj-tshirt324-beige' [SEP] 'xnj-tshirt325-black' [SEP] 'xnj-tshirt326-blue' [SEP] 'xnj-tshirt327-green' [SEP] 'xnj-tshirt328-red' [SEP] 'xnj-tshirt,'Back to Search' [SEP] '< Prev' [SEP] 'color' [SEP] 'xnj-tshirt324-beige' [SEP] 'xnj-tshirt325-black' [SEP] 'xnj-tshirt326-blue' [SEP] 'xnj-tshirt327-green' [SEP] 'xnj-tshirt328-red' [SEP] 'xnj-tshirt
"Find me hand wash women's sweaters with long sleeve, stretch fabric, polyester spandex for teen girls, daily wear with color: xnj-tshirt345-black, and size: large, and price lower than 50.00 dollars.",2,60,725,1.0,True,'Back to Search' [SEP] '< Prev' [SEP] 'color' [SEP] 'xnj-tshirt324-beige' [SEP] 'xnj-tshirt325-black' [SEP] 'xnj-tshirt326-blue' [SEP] 'xnj-tshirt327-green' [SEP] 'xnj-tshirt328-red' [SEP] 'xnj-tshirt,'Back to Search' [SEP] '< Prev' [SEP] 'color' [SEP] 'xnj-tshirt324-beige' [SEP] 'xnj-tshirt325-black' [SEP] 'xnj-tshirt326-blue' [SEP] 'xnj-tshirt327-green' [SEP] 'xnj-tshirt328-red' [SEP] 'xnj-tshirt
"Find me hand wash women's sweaters with long sleeve, stretch fabric, polyester spandex for teen girls, daily wear with color: xnj-tshirt345-black, and size: large, and price lower than 50.00 dollars.",2,60,733,1.0,True,'Back to Search' [SEP] '< Prev' [SEP] 'color' [SEP] 'xnj-tshirt324-beige' [SEP] 'xnj-tshirt325-black' [SEP] 'xnj-tshirt326-blue' [SEP] 'xnj-tshirt327-green' [SEP] 'xnj-tshirt328-red' [SEP] 'xnj-tshirt,'Back to Search' [SEP] '< Prev' [SEP] 'color' [SEP] 'xnj-tshirt324-beige' [SEP] 'xnj-tshirt325-black' [SEP] 'xnj-tshirt326-blue' [SEP] 'xnj-tshirt327-green' [SEP] 'xnj-tshirt328-red' [SEP] 'xnj-tshirt
"Find me hand wash women's sweaters with long sleeve, stretch fabric, polyester spandex for teen girls, daily wear with color: xnj-tshirt345-black, and size: large, and price lower than 50.00 dollars.",2,63,220,1.0,True,'Back to Search' [SEP] '< Prev' [SEP] 'color' [SEP] 'xnj-tshirt324-beige' [SEP] 'xnj-tshirt325-black' [SEP] 'xnj-tshirt326-blue' [SEP] 'xnj-tshirt327-green' [SEP] 'xnj-tshirt328-red' [SEP] 'xnj-tshirt,'Back to Search' [SEP] '< Prev' [SEP] 'color' [SEP] 'xnj-tshirt324-beige' [SEP] 'xnj-tshirt325-black' [SEP] 'xnj-tshirt326-blue' [SEP] 'xnj-tshirt327-green' [SEP] 'xnj-tshirt328-red' [SEP] 'xnj-tshirt
"Find me hand wash women's sweaters with long sleeve, stretch fabric, polyester spandex for teen girls, daily wear with color: xnj-tshirt345-black, and size: large, and price lower than 50.00 dollars.",2,63,292,1.0,True,'Back to Search' [SEP] '< Prev' [SEP] 'color' [SEP] 'xnj-tshirt324-beige' [SEP] 'xnj-tshirt325-black' [SEP] 'xnj-tshirt326-blue' [SEP] 'xnj-tshirt327-green' [SEP] 'xnj-tshirt328-red' [SEP] 'xnj-tshirt,'Back to Search' [SEP] '< Prev' [SEP] 'color' [SEP] 'xnj-tshirt324-beige' [SEP] 'xnj-tshirt325-black' [SEP] 'xnj-tshirt326-blue' [SEP] 'xnj-tshirt327-green' [SEP] 'xnj-tshirt328-red' [SEP] 'xnj-tshirt
"Find me hand wash women's sweaters with long sleeve, stretch fabric, polyester spandex for teen girls, daily wear with color: xnj-tshirt345-black, and size: large, and price lower than 50.00 dollars.",2,63,293,1.0,True,'Back to Search' [SEP] '< Prev' [SEP] 'color' [SEP] 'xnj-tshirt324-beige' [SEP] 'xnj-tshirt325-black' [SEP] 'xnj-tshirt326-blue' [SEP] 'xnj-tshirt327-green' [SEP] 'xnj-tshirt328-red' [SEP] 'xnj-tshirt,'Back to Search' [SEP] '< Prev' [SEP] 'color' [SEP] 'xnj-tshirt324-beige' [SEP] 'xnj-tshirt325-black' [SEP] 'xnj-tshirt326-blue' [SEP] 'xnj-tshirt327-green' [SEP] 'xnj-tshirt328-red' [SEP] 'xnj-tshirt
"Find me hand wash women's sweaters with long sleeve, stretch fabric, polyester spandex for teen girls, daily wear with color: xnj-tshirt345-black, and size: large, and price lower than 50.00 dollars.",2,63,498,1.0,True,'Back to Search' [SEP] '< Prev' [SEP] 'color' [SEP] 'xnj-tshirt324-beige' [SEP] 'xnj-tshirt325-black' [SEP] 'xnj-tshirt326-blue' [SEP] 'xnj-tshirt327-green' [SEP] 'xnj-tshirt328-red' [SEP] 'xnj-tshirt,'Back to Search' [SEP] '< Prev' [SEP] 'color' [SEP] 'xnj-tshirt324-beige' [SEP] 'xnj-tshirt325-black' [SEP] 'xnj-tshirt326-blue' [SEP] 'xnj-tshirt327-green' [SEP] 'xnj-tshirt328-red' [SEP] 'xnj-tshirt
"Find me hand wash women's sweaters with long sleeve, stretch fabric, polyester spandex for teen girls, daily wear with color: xnj-tshirt345-black, and size: large, and price lower than 50.00 dollars.",2,63,725,1.0,True,'Back to Search' [SEP] '< Prev' [SEP] 'color' [SEP] 'xnj-tshirt324-beige' [SEP] 'xnj-tshirt325-black' [SEP] 'xnj-tshirt326-blue' [SEP] 'xnj-tshirt327-green' [SEP] 'xnj-tshirt328-red' [SEP] 'xnj-tshirt,'Back to Search' [SEP] '< Prev' [SEP] 'color' [SEP] 'xnj-tshirt324-beige' [SEP] 'xnj-tshirt325-black' [SEP] 'xnj-tshirt326-blue' [SEP] 'xnj-tshirt327-green' [SEP] 'xnj-tshirt328-red' [SEP] 'xnj-tshirt
"Find me hand wash women's sweaters with long sleeve, stretch fabric, polyester spandex for teen girls, daily wear with color: xnj-tshirt345-black, and size: large, and price lower than 50.00 dollars.",2,63,733,1.0,True,'Back to Search' [SEP] '< Prev' [SEP] 'color' [SEP] 'xnj-tshirt324-beige' [SEP] 'xnj-tshirt325-black' [SEP] 'xnj-tshirt326-blue' [SEP] 'xnj-tshirt327-green' [SEP] 'xnj-tshirt328-red' [SEP] 'xnj-tshirt,'Back to Search' [SEP] '< Prev' [SEP] 'color' [SEP] 'xnj-tshirt324-beige' [SEP] 'xnj-tshirt325-black' [SEP] 'xnj-tshirt326-blue' [SEP] 'xnj-tshirt327-green' [SEP] 'xnj-tshirt328-red' [SEP] 'xnj-tshirt
"Find me hand wash women's sweaters with long sleeve, stretch fabric, polyester spandex for teen girls, daily wear with color: xnj-tshirt345-black, and size: large, and price lower than 50.00 dollars.",2,220,292,1.0,True,'Back to Search' [SEP] '< Prev' [SEP] 'color' [SEP] 'xnj-tshirt324-beige' [SEP] 'xnj-tshirt325-black' [SEP] 'xnj-tshirt326-blue' [SEP] 'xnj-tshirt327-green' [SEP] 'xnj-tshirt328-red' [SEP] 'xnj-tshirt,'Back to Search' [SEP] '< Prev' [SEP] 'color' [SEP] 'xnj-tshirt324-beige' [SEP] 'xnj-tshirt325-black' [SEP] 'xnj-tshirt326-blue' [SEP] 'xnj-tshirt327-green' [SEP] 'xnj-tshirt328-red' [SEP] 'xnj-tshirt
"Find me hand wash women's sweaters with long sleeve, stretch fabric, polyester spandex for teen girls, daily wear with color: xnj-tshirt345-black, and size: large, and price lower than 50.00 dollars.",2,220,293,1.0,True,'Back to Search' [SEP] '< Prev' [SEP] 'color' [SEP] 'xnj-tshirt324-beige' [SEP] 'xnj-tshirt325-black' [SEP] 'xnj-tshirt326-blue' [SEP] 'xnj-tshirt327-green' [SEP] 'xnj-tshirt328-red' [SEP] 'xnj-tshirt,'Back to Search' [SEP] '< Prev' [SEP] 'color' [SEP] 'xnj-tshirt324-beige' [SEP] 'xnj-tshirt325-black' [SEP] 'xnj-tshirt326-blue' [SEP] 'xnj-tshirt327-green' [SEP] 'xnj-tshirt328-red' [SEP] 'xnj-tshirt
"Find me hand wash women's sweaters with long sleeve, stretch fabric, polyester spandex for teen girls, daily wear with color: xnj-tshirt345-black, and size: large, and price lower than 50.00 dollars.",2,220,498,1.0,True,'Back to Search' [SEP] '< Prev' [SEP] 'color' [SEP] 'xnj-tshirt324-beige' [SEP] 'xnj-tshirt325-black' [SEP] 'xnj-tshirt326-blue' [SEP] 'xnj-tshirt327-green' [SEP] 'xnj-tshirt328-red' [SEP] 'xnj-tshirt,'Back to Search' [SEP] '< Prev' [SEP] 'color' [SEP] 'xnj-tshirt324-beige' [SEP] 'xnj-tshirt325-black' [SEP] 'xnj-tshirt326-blue' [SEP] 'xnj-tshirt327-green' [SEP] 'xnj-tshirt328-red' [SEP] 'xnj-tshirt
